empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.altitude,extra.ebikes,extra.has_ebikes,extra.last_updated,extra.normal_bikes,extra.payment,extra.payment-terminal,extra.renting,extra.returning,extra.slots,extra.uid,extra.post_code
7,8,1fe2e0ad1678ffaf965b10e03a08aaf2,43.656927,-79.378497,111 Bond St (North of Dundas St E)  - SMART,2024-08-05T17:31:33.613000Z,111 Bond St (North of Dundas St E),0.0,0,True,1722879020,8,"['key', 'transitcard', 'phone']",False,1,1,15,7268,
6,10,e565aef96d6d5fce5279ef6f24b9ce69,43.658295,-79.372346,Dundas St E / Pembroke St - SMART,2024-08-05T17:31:33.644000Z,Dundas St E / Pembroke St,0.0,0,True,1722878907,10,"['key', 'transitcard', 'phone']",False,1,1,16,7267,
17,2,c765943cac057b6cac0946eff428bf5b,43.6940155,-79.2889842,Victoria Park Subway Station - SMART,2024-08-05T17:31:33.645000Z,Victoria Park Subway Station,0.0,1,True,1722879029,1,"['key', 'transitcard', 'phone']",False,1,1,20,7266,
14,2,e0dec8b8f5ed285bfbd952bb253084f4,43.6809164,-79.4229684,Wychwood Ave / Benson Ave - SMART,2024-08-05T17:31:33.668000Z,Wychwood Ave / Benson Ave,0.0,2,True,1722879035,0,"['key', 'transitcard', 'phone']",False,1,1,16,7262,
10,5,5ee5f79fc51737623d425310eb0bf02b,43.6910667,-79.39535,Lawton Blvd / Yonge St,2024-08-05T17:31:33.790000Z,Lawton Blvd / Yonge St,0.0,0,True,1722879014,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7379,
11,3,0daa4477ec313c30dc3036f4bd45e0ba,43.6975969,-79.39654,Yonge St / Davisville Ave,2024-08-05T17:31:39.846000Z,Yonge St / Davisville Ave,0.0,2,True,1722878922,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7378,
12,31,e2911ec2b832c350dad0a8831a30d273,43.639832,-79.395954,Fort York  Blvd / Capreol Ct,2024-08-05T17:31:33.904000Z,Fort York  Blvd / Capreol Ct,0.0,0,True,1722878904,31,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,47,7000,
15,2,57ef343f4e12ae497e29c3693d922197,43.667333,-79.399429,St. George St / Bloor St W,2024-08-05T17:31:33.936000Z,St. George St / Bloor St W,0.0,0,True,1722879051,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7002,
12,9,a0100ff8f210b72706e06b4c31a329fe,43.6480008,-79.383177,King St W / York St,2024-08-05T17:31:33.951000Z,King St W / York St,0.0,0,True,1722879016,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7005,
15,1,75b9fc3e9bf42a5d26fa1393d9ce72ed,43.687999,-79.38906,Rosehill Ave / Avoca Ave - SMART,2024-08-05T17:31:33.999000Z,Rosehill Ave / Avoca Ave,0.0,0,True,1722878981,1,"['key', 'transitcard', 'phone']",False,1,1,16,7279,
9,4,d3e1a4057d9bf7c31c216017a0f1989b,43.6563889,-79.45166666666667,Bloor St W / Dundas St W,2024-08-05T17:31:34.028000Z,Bloor St W / Dundas St W,0.0,1,True,1722878986,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7174,
9,9,8a4d335d5540e0c2132ffdb1def165f6,43.639179,-79.399595,Bathurst St / Fort York Blvd,2024-08-05T17:31:34.036000Z,Bathurst St / Fort York Blvd,0.0,0,True,1722879079,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7176,
11,4,359ce82fbe9d1e9e9962321e62f6066f,43.6616667,-79.40138888888889,Spadina Ave / Willcocks St,2024-08-05T17:31:34.056000Z,Spadina Ave / Willcocks St,0.0,1,True,1722878911,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7170,
17,1,4077bf05c083f50d09a52487fd234193,43.66666667,-79.45833333333334,Cariboo Ave / Railpath Trail,2024-08-05T17:31:34.061000Z,Cariboo St / Rail Path,0.0,1,True,1722879079,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7173,
3,11,6aa469025f8c5ff029052fab35bca1f4,43.6576,-79.4032,College St / Major St,2024-08-05T17:31:34.142000Z,College St / Major St,0.0,2,True,1722878916,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7078,
7,8,b086f4ccca33b1b976b40abe69b78d42,43.660694,-79.379052,McGill St / Church St,2024-08-05T17:31:34.152000Z,McGill St / Church St,0.0,0,True,1722878924,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7079,
1,20,0fa15700b0d780b8f810ced06a01760d,43.636533,-79.395854,Queens Quay W / Dan Leckie Way,2024-08-05T17:31:34.173000Z,Queens Quay W / Dan Leckie Way,0.0,2,True,1722878946,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,26,7075,
4,7,ce6e330ba7f61e0453dc1567eaa02745,43.643667,-79.380414,25 York St – Union Station South,2024-08-05T17:31:34.196000Z,25 York St – Union Station South,0.0,0,True,1722879007,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7070,
9,13,049c76540151608ec55bfcd0e1748f41,43.666233,-79.373327,161 Bleecker St (South of Wellesley),2024-08-05T17:31:34.199000Z,161 Bleecker St (South of Wellesley),0.0,0,True,1722879080,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7071,
17,3,55a100afdce605b59cf4acbefcdf3213,43.640114,-79.393249,Spadina Ave / Fort York Blvd,2024-08-05T17:31:34.225000Z,Spadina Ave / Fort York Blvd,0.0,0,True,1722879034,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7073,
3,10,422a936ddcb551dd9f26ec313a450057,43.653766,-79.4016759,Augusta Ave / Denison Sq,2024-08-05T17:31:34.405000Z,Augusta Ave / Denison Sq,0.0,0,True,1722878932,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7189,
14,0,e38ee1ccd4c3964a5c0d308d29403b88,43.6538888888889,-79.4413888888889,Lansdowne Ave / Whytock Ave,2024-08-05T17:31:34.411000Z,Lansdowne Ave / Whytock Ave,0.0,0,True,1722878926,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7181,
11,8,fc5b892aa82601e2374e8c1772dde569,43.6508333333333,-79.4430555555556,Sterling Rd / Dundas St W,2024-08-05T17:31:34.418000Z,Sterling Rd / Dundas St W,0.0,0,True,1722878947,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7182,
6,3,452241fc4e912119f006a20b4b0099cf,43.6544915,-79.422634,Ossington Ave / College St,2024-08-05T17:31:34.426000Z,Ossington Ave / College St,0.0,2,True,1722878965,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,10,7184,
6,3,eb20e0b8c7c8bf1fc4157a3b715e2837,43.6543604,-79.4655296,High Park Subway Station,2024-08-05T17:31:34.438000Z,High Park Subway Station,0.0,0,True,1722878956,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7221,
10,6,baedec3042f7094d0564ef8a1295e5d8,43.635932,-79.465083,Lake Shore Blvd W / Ellis Ave,2024-08-05T17:31:34.453000Z,Lake Shore Blvd W / Ellis Ave,0.0,0,True,1722879010,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7220,
13,5,e4481e45d22462b01aca9513d8f5674e,43.634896,-79.467763,Lake Shore Blvd W / Windermere Ave,2024-08-05T17:31:34.465000Z,Lake Shore Blvd W / Windermere Ave,0.0,0,True,1722878940,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7225,
16,11,0cf5a51077c51159b5d6c8ed5b4c9db5,43.6314,-79.4304,Martin Goodman Trail (Marilyn Bell Park),2024-08-05T17:31:34.484000Z,Martin Goodman Trail (Marilyn Bell Park),0.0,0,True,1722878942,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,31,7227,
6,13,59ef2a57efd0caf7727dbb6451bb8808,43.636731,-79.444966,Lake Shore Blvd W / The Boulevard Club,2024-08-05T17:31:34.492000Z,Lake Shore Blvd W / The Boulevard Club,0.0,0,True,1722878965,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7226,
6,5,fe00988a883c9469b82d17221ef1824b,43.6534268,-79.4512787,Dundas St W / Roncesvalles Ave Green P -SMART,2024-08-05T17:31:34.498000Z,Dundas St W / Roncesvalles Green P,0.0,0,True,1722878976,5,"['key', 'transitcard', 'phone']",False,1,1,12,7229,
15,1,f376aecd6bb0d97d5d1580e9537017dd,43.7112153,-79.39894,Erskine Ave / Yonge St SMART,2024-08-05T17:31:34.511000Z,Erskine Ave / Yonge St SMART,0.0,1,True,1722878920,0,"['key', 'transitcard', 'phone']",False,1,1,16,7380,
6,10,d04f206f6afecb72f5821586d56f5071,43.655227,-79.39201,D'Arcy St / McCaul St - SMART,2024-08-05T17:31:34.531000Z,"D'Arcy St, /McCaul St. SMART",0.0,1,True,1722879002,9,"['key', 'transitcard', 'phone']",False,1,1,16,7386,
6,5,d7227eafd0ff8024632b2c9cef1f209c,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,2024-08-05T17:31:34.537000Z,Mortimer Ave / Carlaw Ave SMART,0.0,0,True,1722879070,5,"['key', 'transitcard', 'phone']",False,1,1,12,7387,
4,5,0ec9fc6c92f35e65f603cd6e7c550f1f,43.6704537,-79.39014,Cumberland St / Bay St SMART,2024-08-05T17:31:34.552000Z,Cumberland Ave / Bay St SMART,0.0,0,True,1722878963,5,"['key', 'transitcard', 'phone']",False,1,1,9,7384,
7,6,0ff8f31be644b9e2af6d38b89bf42c07,43.641389,-79.404444,Niagara St / Tecumseth St,2024-08-05T17:31:34.629000Z,Niagara St / Tecumseth St,0.0,0,True,1722879009,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7122,
19,0,bb30daddc7221e19cffecf3ac108f28c,43.6545174,-79.3895315,Dundas St W / St. Patrick St,2024-08-05T17:31:34.858000Z,Dundas St W / St. Patrick St,0.0,0,True,1722879019,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7257,
12,4,f52bcef41a84669da7a468cfc4531356,43.665846,-79.404998,Robert St / Bloor St W - SMART,2024-08-05T17:31:34.920000Z,Robert St / Bloor St W,0.0,0,True,1722878986,4,"['key', 'transitcard', 'phone']",False,1,1,18,7252,
0,11,05d7abba295be4af9e74ca3ec241ebd7,43.671349,-79.29451,Queen St E / Hammersmith Ave,2024-08-05T17:31:34.960000Z,Queen St E / Hammersmith Ave,0.0,2,True,1722879003,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7315,
9,5,973748f7f27229b41ca0d2a96dea777e,43.667208,-79.312315,Queen St. E / Eastern Ave,2024-08-05T17:31:34.973000Z,Queen St. E / Eastern Ave,0.0,0,True,1722878995,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7314,
12,7,e5a7fc18db4989ecaf70a7e98866faee,43.669328,-79.288949,Hubbard Blvd / Balsam Av,2024-08-05T17:31:34.981000Z,Hubbard Blvd / Balsam Av,0.0,0,True,1722879072,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7317,
9,6,c7cbc921ca5b8310e7218ca5669ad83f,43.672571,-79.289,Queen St. E / Spruce Hill Rd.,2024-08-05T17:31:34.992000Z,Queen St. E / Spruce Hill Rd.,0.0,0,True,1722878928,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7316,
1,17,d1de2ddc0ea8a90d00ff717ad60a2f23,43.638497,-79.39192,Lower Spadina Ave / Lake Shore Blvd W,2024-08-05T17:31:35.041000Z,Lower Spadina Ave / Lake Shore Blvd W,0.0,0,True,1722878977,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7259,
5,10,61291082be03c77f92f883b95292557a,43.662771,-79.315223,Lower Coxwell Ave /  Lake Shore Blvd E,2024-08-05T17:31:35.062000Z,Coxwell Ave /  Lake Shore Blvd E,0.0,0,True,1722871397,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7313,
9,1,d60491c58bb95d6ddefb1f1b1ac3f56f,43.66852,-79.363525,Amelia St / Sumach St,2024-08-05T17:31:35.072000Z,Amelia St. / Sumach St.,0.0,0,True,1722878980,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7312,
6,9,d81d4d6231b9da01ba7f3d6e50728ca8,43.652473,-79.401456,Augusta Ave / Dundas St W,2024-08-05T17:31:35.180000Z,Augusta Ave / Dundas St W,0.0,0,True,1722878971,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7032,
6,24,d0a8478c786cb2480de4fcecda844781,43.643975,-79.419576,Queen St W / Ossington Ave,2024-08-05T17:31:35.223000Z,Queen St W / Ossington Ave,0.0,2,True,1722878942,22,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,31,7035,
6,10,1053161189e46ea1c3122c94b644bc9d,43.651318,-79.36023,Trinity St /Front St E,2024-08-05T17:31:35.225000Z,Trinity St / Front St E,0.0,0,True,1722879036,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7036,
2,26,02feaaef65cff4671fb1935179895659,43.656094,-79.381484,Dundas St W / Yonge St,2024-08-05T17:31:35.245000Z,Dundas St W / Yonge St,0.0,1,True,1722878922,25,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,31,7038,
8,1,b076c918fa10b274340bcdb0f0bca1a6,43.670318,-79.405181,Kendal Ave / Spadina Rd,2024-08-05T17:31:35.266000Z,Kendal Ave / Spadina Rd,0.0,1,True,1722878991,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,9,7132,
8,11,dc268bf6d12c7311db0b5b61b3304b03,43.639444,-79.423611,King St W / Joe Shuster Way,2024-08-05T17:31:35.588000Z,King St W / Joe Shuster Way,0.0,0,True,1722879061,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7148,
10,1,0abdfc3177000757dcd71bd4c8b479ee,43.67,-79.42083333333333,Yarmouth Rd / Christie St,2024-08-05T17:31:35.594000Z,Yarmouth Rd / Christie St,0.0,0,True,1722879048,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7149,
11,1,37c32c09c594b83701b3b8f6e32db605,43.671389,-79.416389,Palmerston Ave / Vermont Ave,2024-08-05T17:31:35.597000Z,Palmerston Ave / Vermont Ave,0.0,0,True,1722878938,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7144,
18,0,8536b57314846d3b42645c0023e6e60d,43.68,-79.42500000000001,Christie St / Benson Ave (Wychwood Barns),2024-08-05T17:31:35.603000Z,Christie St / Benson Ave (Wychwood Barns),0.0,0,True,1722879047,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7146,
15,0,8db5b143b08ea1fed85f0702fcfe01ec,43.6394444,-79.42527777777778,King St W / Fraser Ave,2024-08-05T17:31:35.613000Z,King St W / Fraser Ave,0.0,0,True,1722878982,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7147,
11,4,879f0d4ef4403ab902e541528bf329f6,43.675791,-79.40698,Macpherson Ave / Spadina Rd,2024-08-05T17:31:35.620000Z,Macpherson Ave / Spadina Rd,0.0,0,True,1722879070,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7140,
7,8,c497911a9c04bebbbc32e5211c081f85,43.675556,-79.410278,Bridgman Ave / Kendal Ave,2024-08-05T17:31:35.627000Z,Bridgeman Ave / Kendal Ave,0.0,0,True,1722879039,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7141,
9,6,2e19220f1e64559e88f3c48b3ebf2916,43.674444,-79.414722,Bridgman Ave / Bathurst St,2024-08-05T17:31:35.633000Z,Bridgeman Ave / Bathurst St,0.0,0,True,1722878917,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7142,
12,3,afa3ff2218a5d1817934c7c7c7bb5d19,43.671513,-79.408317,Kendal Ave / Bernard Ave,2024-08-05T17:31:35.640000Z,Kendal Ave / Bernard Ave,0.0,3,True,1722878981,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7143,
18,1,ddba9c631e11fbae48e2be60289f60c2,43.6783213,-79.35822,Pretoria Ave / Broadview Ave,2024-08-05T17:31:36.088000Z,Pretoria Av / Broadview Av,0.0,0,True,1722879009,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7351,
20,3,a7ca61373064c6581461132f1ae050de,43.6848652,-79.356602,Broadview Ave / Westwood Ave,2024-08-05T17:31:36.104000Z,Broadview Ave/ Westwood Ave,0.0,0,True,1722878959,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7350,
5,14,62a1c39596c3d512dfa04f1d29b81035,43.68395,-79.347046,Fulton Ave / Pape Ave,2024-08-05T17:31:36.125000Z,Fulton Ave / Pape Ave,0.0,2,True,1722878967,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7353,
17,1,b960be1eba97f5aefc6ad39ecc93cb11,43.690537,-79.341307,Cosburn Ave / Donlands Ave,2024-08-05T17:31:36.141000Z,Cosburn Ave / Donlands Ave,0.0,0,True,1722879010,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7352,
12,2,908b17c0d06011373777bace0a3cd74c,43.704461,-79.423122,Beltline Trail / Chaplin Cres,2024-08-05T17:31:36.147000Z,Beltline Trail / Chaplin Cres.,0.0,1,True,1722879055,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7355,
7,12,d2ce6ae839b7df2c912ab140253a5574,43.659195,-79.329196,Lake Shore Blvd E / Leslie St,2024-08-05T17:31:36.157000Z,Lake Shore Blvd E / Leslie St,0.0,1,True,1722878939,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7357,
18,5,72de8a8e0a0966768f8115d755532e4c,43.682645,-79.377557,Rosedale Park (20 Scholfield Ave),2024-08-05T17:31:36.168000Z,Rosedale Park (20 Schofield Ave),0.0,0,True,1722879081,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7359,
3,11,4c18c44e6f93e57321d327124945cb19,43.6475,-79.43305555555555,Mary McCormick Rec Centre (Sheridan Ave),2024-08-05T17:31:36.238000Z,Mary McCormick Rec Centre (Sheridan Ave),0.0,0,True,1722879015,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7210,
15,3,071b427d1f3f600d6b9f35ca6576ebe2,43.671526,-79.44874,Davenport Rd / Lansdowne Ave,2024-08-05T17:31:36.465000Z,Davenport Rd / Landsdowne Rd,0.0,0,True,1722879020,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7326,
2,16,08b57a79795bbd49a15e4a3692ee924f,43.6452972,-79.3827914,Front St W / University Ave (2),2024-08-05T17:31:36.491000Z,Front St W / University Ave (2),0.0,0,True,1722879004,16,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7321,
12,6,fe806cf907683c67f4d2899eb4123f00,43.6452091,-79.3960744,457 King St W,2024-08-05T17:31:36.504000Z,457 King St W.,0.0,0,True,1722879062,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7323,
3,14,dad51db43939490092b81d8cea72e018,43.6555556,-79.43361111111112,Dufferin St / Sylvan Av (Dufferin Grove Park),2024-08-05T17:31:36.513000Z,Dufferin St / Sylvan Av (Dufferin Grove Park),0.0,2,True,1722879072,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7150,
5,13,d06ed2c21f6ff4e4cbc77b64e65bd801,43.645665,-79.415345,Crawford St / Queen St W,2024-08-05T17:31:36.521000Z,Crawford St / Queen St W,0.0,0,True,1722878997,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7329,
8,18,789f216e52af17d73307365401bb9109,43.660207,-79.361275,Dundas St E / Regent Park Blvd,2024-08-05T17:31:36.542000Z,Dundas St E / Regent Park Blvd,0.0,0,True,1722879000,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7100,
24,1,9c5b6e6af1002ebba73b6be3039e78a2,43.648655,-79.367061,Lower Sherbourne St / The Esplanade,2024-08-05T17:31:36.551000Z,Lower Sherbourne St / The Esplanade,0.0,0,True,1722878983,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7101,
2,2,4b5b510307e10e878321a5eaa419c976,43.6605603,-79.3437663,Jimmie Simpson Park (Queen St E),2024-08-05T17:31:36.563000Z,Jimmie Simpson Park (Queen St E),0.0,0,True,1722878946,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,4,7103,
3,11,ed77bb45e5a6964a4b94c780d5c21584,43.6561111,-79.36138888888888,Queen St E / Sackville St,2024-08-05T17:31:36.585000Z,Queen St E / Sackville St,0.0,0,True,1722879059,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7105,
7,20,419d42f093b90ba03bd31b21039ff5f0,43.652219,-79.354455,Mill St / Tannery Rd,2024-08-05T17:31:36.596000Z,Mill St / Tannery Rd,0.0,0,True,1722878994,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7106,
14,1,b3fca97a4a4308fefb648b6815e3907d,43.650279,-79.356832,Cherry St / Distillery Ln,2024-08-05T17:31:36.605000Z,Cherry St / Distillery Ln,0.0,0,True,1722879003,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7107,
1,10,17b0d8ca1c69eca14d3173c15fa144e4,43.649147,-79.395504,Queen St W / Spadina Ave,2024-08-05T17:31:36.673000Z,Queen St W / Spadina Ave,0.0,0,True,1722878977,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7069,
7,10,c4077147fd13aa009cb7f1a59b0f8178,43.662085,-79.397735,Willcocks St / St. George St,2024-08-05T17:31:36.686000Z,Willcocks St / St. George St,0.0,0,True,1722879071,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,17,7066,
